iter	Passed	Remaining
3982	4493474	1147342
3983	4494476	1146181
3984	4495560	1145042
3985	4496555	1143880
3986	4497546	1142717
3987	4498635	1141579
3988	4499709	1140437
3989	4500817	1139304
3990	4501913	1138168
3991	4502913	1137008
3992	4503996	1135868
3993	4505101	1134735
3994	4506192	1133597
3995	4507192	1132437
3996	4508263	1131295
3997	4509353	1130158
3998	4510446	1129021
3999	4511536	1127884
4000	4512556	1126729
4001	4513565	1125571
4002	4514563	1124411
4003	4515637	1123270
4004	4516720	1122131
4005	4517646	1120953
4006	4518645	1119794
4007	4519726	1118654
4008	4520825	1117520
4009	4521820	1116359
4010	4522896	1115219
4011	4523992	1114083
4012	4525087	1112948
4013	4526171	1111810
4014	4527285	1110679
4015	4528362	1109539
4016	4529451	1108402
4017	4530536	1107264
4018	4531619	1106125
4019	4532624	1104968
4020	4533691	1103825
4021	4534776	1102688
4022	4535813	1101538
4023	4536895	1100400
4024	4537908	1099244
4025	4538989	1098106
4026	4540107	1096976
4027	4541100	1095816
4028	4542211	1094685
4029	4543306	1093550
4030	4544409	1092416
4031	4545498	1091280
4032	4546487	1090119
4033	4547586	1088985
4034	4548675	1087849
4035	4549686	1086694
4036	4550676	1085534
4037	4551772	1084399
4038	4552794	1083247
4039	4553877	1082109
4040	4554963	1080972
4041	4556040	1079833
4042	4557032	1078674
4043	4558123	1077538
4044	4559119	1076380
4045	4560249	1075254
4046	4561250	1074097
4047	4562247	1072939
4048	4563228	1071778
4049	4564308	1070640
4050	4565308	1069483
4051	4566391	1068346
4052	4567484	1067211
4053	4568531	1066065
4054	4569618	1064929
4055	4570708	1063793
4056	4571826	1062665
4057	4572903	1061526
4058	4573975	1060386
4059	4575004	1059237
4060	4576094	1058102
4061	4577181	1056966
4062	4578264	1055829
4063	4579387	1054701
4064	4580461	1053562
4065	4581547	1052426
4066	4582632	1051290
4067	4583710	1050152
4068	4584841	1049026
4069	4585842	1047870
4070	4586830	1046712
4071	4587903	1045573
4072	4588986	1044436
4073	4590068	1043299
4074	4591062	1042143
4075	4592148	1041007
4076	4593237	1039871
4077	4594239	1038717
4078	4595239	1037561
4079	4596257	1036411
4080	4597264	1035257
4081	4598257	1034101
4082	4599333	1032963
4083	4600428	1031829
4084	4601504	1030691
4085	4602498	1029535
4086	4603558	1028394
4087	4604645	1027259
4088	4605720	1026121
4089	4606805	1024986
4090	4607880	1023848
4091	4608964	1022712
4092	4609952	1021555
4093	4611029	1020418
4094	4612030	1019264
4095	4613164	1018139
4096	4614251	1017004
4097	4615290	1015859
4098	4616375	1014724
4099	4617385	1013572
4100	4618383	1012418
4101	4619488	1011287
4102	4620482	1010132
4103	4621579	1008999
4104	4622655	1007862
4105	4623767	1006733
4106	4624852	1005598
4107	4625928	1004461
4108	4627039	1003332
4109	4628129	1002198
4110	4629132	1001045
4111	4630137	999893
4112	4631236	998761
4113	4632324	997627
4114	4633405	996491
4115	4634502	995359
4116	4635581	994223
4117	4636614	993077
4118	4637685	991940
4119	4638679	990785
4120	4639671	989631
4121	4640666	988477
4122	4641667	987325
4123	4642741	986188
4124	4643835	985055
4125	4644944	983926
4126	4646073	982801
4127	4647066	981647
4128	4648152	980513
4129	4649194	979370
4130	4650280	978236
4131	4651274	977082
4132	4652361	975949
4133	4653442	974813
4134	4654515	973677
4135	4655625	972548
4136	4656729	971418
4137	4657794	970279
4138	4658915	969153
4139	4659995	968018
4140	4661098	966888
4141	4662085	965733
4142	4663183	964602
4143	4664256	963466
4144	4665380	962340
4145	4666456	961204
4146	4667537	960069
4147	4668625	958936
4148	4669717	957804
4149	4670800	956670
4150	4671804	955519
4151	4672891	954386
4152	4673987	953254
4153	4675069	952120
4154	4676181	950992
4155	4677324	949870
4156	4678411	948737
4157	4679487	947601
4158	4680489	946451
4159	4681580	945319
4160	4682668	944186
4161	4683680	943037
4162	4684769	941905
4163	4685867	940774
4164	4686896	939629
4165	4688003	938500
4166	4689093	937368
4167	4690182	936236
4168	4691270	935103
4169	4692373	933973
4170	4693367	932822
4171	4694350	931668
4172	4695355	930519
4173	4696446	929387
4174	4697594	928267
4175	4698689	927136
4176	4699781	926004
4177	4700874	924872
4178	4701963	923740
4179	4703036	922605
4180	4704108	921469
4181	4705198	920337
4182	4706296	919207
4183	4707295	918057
4184	4708378	916924
4185	4709379	915775
4186	4710458	914641
4187	4711480	913496
4188	4712536	912357
4189	4713618	911224
4190	4714626	910077
4191	4715698	908941
4192	4716822	907816
4193	4717818	906667
4194	4718899	905533
4195	4719987	904401
4196	4721079	903270
4197	4722156	902136
4198	4723251	901006
4199	4724251	899857
4200	4725249	898708
4201	4726330	897575
4202	4727413	896442
4203	4728409	895293
4204	4729510	894164
4205	4730598	893032
4206	4731689	891901
4207	4732711	890757
4208	4733858	889637
4209	4734848	888486
4210	4735841	887337
4211	4736925	886205
4212	4738014	885074
4213	4739102	883942
4214	4740188	882810
4215	4741274	881679
4216	4742360	880547
4217	4743451	879416
4218	4744567	878290
4219	4745647	877157
4220	4746746	876028
4221	4747816	874893
4222	4748810	873745
4223	4749916	872617
4224	4751010	871487
4225	4752000	870338
4226	4753088	869206
4227	4754102	868062
4228	4755139	866921
4229	4756220	865789
4230	4757294	864656
4231	4758373	863523
4232	4759343	862370
4233	4760349	861225
4234	4761336	860076
4235	4762460	858951
4236	4763454	857804
4237	4764529	856671
4238	4765581	855533
4239	4766666	854402
4240	4767754	853271
4241	4768842	852141
4242	4769925	851009
4243	4771007	849877
4244	4772092	848746
4245	4773191	847618
4246	4774308	846492
4247	4775299	845344
4248	4776381	844213
4249	4777463	843081
4250	4778505	841943
4251	4779575	840809
4252	4780662	839678
4253	4781649	838531
4254	4782737	837400
4255	4783723	836252
4256	4784810	835121
4257	4785786	833972
4258	4786874	832842
4259	4787865	831694
4260	4788876	830551
4261	4789971	829422
4262	4791086	828297
4263	4792111	827156
4264	4793105	826009
4265	4794105	824864
4266	4795184	823733
4267	4796200	822591
4268	4797197	821445
4269	4798191	820299
4270	4799236	819162
4271	4800220	818015
4272	4801322	816887
4273	4802367	815750
4274	4803459	814621
4275	4804540	813490
4276	4805484	812337
4277	4806569	811206
4278	4807658	810077
4279	4808640	808930
4280	4809721	807799
4281	4810713	806654
4282	4811807	805525
4283	4812890	804395
4284	4813992	803268
4285	4815091	802140
4286	4816213	801017
4287	4817209	799872
4288	4818300	798743
4289	4819314	797602
4290	4820445	796480
4291	4821478	795341
4292	4822478	794198
4293	4823573	793070
4294	4824673	791942
4295	4825769	790815
4296	4826746	789667
4297	4827831	788538
4298	4828914	787408
4299	4829913	786264
4300	4831037	785141
4301	4832118	784011
4302	4833117	782868
4303	4834200	781738
4304	4835189	780593
4305	4836180	779449
4306	4837257	778318
4307	4838349	777190
4308	4839441	776062
4309	4840460	774922
4310	4841532	773791
4311	4842615	772662
4312	4843700	771533
4313	4844798	770405
4314	4845925	769283
4315	4847006	768153
4316	4848002	767010
4317	4849017	765870
4318	4850085	764739
4319	4851099	763598
4320	4852178	762469
4321	4853177	761326
4322	4854144	760179
4323	4855230	759050
4324	4856332	757924
4325	4857328	756782
4326	4858367	755646
4327	4859458	754518
4328	4860555	753391
4329	4861562	752251
4330	4862645	751122
4331	4863632	749978
4332	4864735	748852
4333	4865732	747710
4334	4866730	746568
4335	4867802	745438
4336	4868791	744295
4337	4869900	743170
4338	4870986	742042
4339	4872060	740912
4340	4873148	739784
4341	4874239	738657
4342	4875266	737520
4343	4876255	736377
4344	4877263	735237
4345	4878267	734097
4346	4879266	732956
4347	4880374	731831
4348	4881345	730686
4349	4882426	729557
4350	4883441	728419
4351	4884524	727291
4352	4885663	726171
4353	4886754	725044
4354	4887836	723916
4355	4888915	722787
4356	4890001	721659
4357	4891096	720533
4358	4892035	719383
4359	4893123	718256
4360	4894212	717129
4361	4895188	715985
4362	4896200	714847
4363	4897327	713726
4364	4898337	712587
4365	4899420	711459
4366	4900425	710320
4367	4901504	709192
4368	4902601	708066
4369	4903696	706940
4370	4904781	705812
4371	4905837	704681
4372	4906951	703557
4373	4908037	702430
4374	4909131	701304
4375	4910141	700166
4376	4911137	699026
4377	4912215	697898
4378	4913343	696776
4379	4914284	695629
4380	4915288	694490
4381	4916286	693351
4382	4917365	692223
4383	4918348	691081
4384	4919439	689955
4385	4920530	688829
4386	4921554	687693
4387	4922649	686568
4388	4923713	685438
4389	4924717	684300
4390	4925806	683173
4391	4926802	682034
4392	4927796	680895
4393	4928876	679767
4394	4929969	678642
4395	4930967	677503
4396	4931966	676364
4397	4933051	675238
4398	4934156	674114
4399	4935237	672986
4400	4936279	671854
4401	4937391	670731
4402	4938481	669605
4403	4939514	668471
4404	4940622	667348
4405	4941758	666228
4406	4942841	665102
4407	4943928	663975
4408	4944931	662838
4409	4945942	661702
4410	4947031	660576
4411	4948111	659449
4412	4949089	658308
4413	4950092	657171
4414	4951165	656043
4415	4952155	654904
4416	4953169	653769
4417	4954244	652641
4418	4955333	651515
4419	4956403	650387
4420	4957390	649248
4421	4958391	648111
4422	4959381	646973
4423	4960468	645847
4424	4961468	644710
4425	4962578	643587
4426	4963679	642464
4427	4964758	641337
4428	4965760	640200
4429	4966853	639076
4430	4967930	637949
4431	4968971	636817
4432	4970040	635689
4433	4971066	634556
4434	4972149	633430
4435	4973238	632305
4436	4974321	631179
4437	4975409	630054
4438	4976496	628928
4439	4977614	627807
4440	4978746	626687
4441	4979829	625561
4442	4980897	624433
4443	4981978	623307
